"Legacy source ID","Current source URL","Current product name","Current category","Current displayed price (SOURCE VALUE, RUB)","Current price unit (SOURCE VALUE)","Dimensions (SOURCE VALUE)","Current availability text (SOURCE VALUE)","Existing slug","SKU","Launch status","OWNER CONFIRMED PRICE","OWNER CONFIRMED PRICE UNIT","OWNER CONFIRMED SALE UNIT","OWNER CONFIRMED MIN QUANTITY","OWNER CONFIRMED QUANTITY STEP","OWNER CONFIRMED DIMENSIONS","OWNER CONFIRMED AVAILABILITY","OWNER CONFIRMED CATEGORY","Owner notes","OWNER CONFIRMED FEATURED","OWNER CONFIRMED AVAILABILITY DISPLAY","OWNER CONFIRMED PANEL SIZE CM","OWNER CONFIRMED PANEL AREA M2","ORDERABLE WHILE AVAILABILITY UNASSIGNED"
"107147604662","https://marmixflex.ru/tproduct/1706353951-107147604662-verona-4","Верона 4","Гибкий мрамор","2 000","за кв.м","","","verona-4","MF-MAR-0003","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"561771307032","https://marmixflex.ru/tproduct/1706353951-561771307032-verona-5","Верона 5","Гибкий мрамор","2 000","за кв.м","","","verona-5","MF-MAR-0090","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"680534308732","https://marmixflex.ru/tproduct/1706353951-680534308732-verona-6","Верона 6","Гибкий мрамор","2 000","за кв.м","","","verona-6","MF-MAR-0115","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"673386278592","https://marmixflex.ru/tproduct/1706353951-673386278592-verona-7","Верона 7","Гибкий мрамор","2 000","за кв.м","","","verona-7","MF-MAR-0113","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"680803464862","https://marmixflex.ru/tproduct/1706353951-680803464862-versache","Версаче","Гибкий мрамор","2 000","за кв.м","","","versache","MF-MAR-0116","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"988712053332","https://marmixflex.ru/tproduct/1706353951-988712053332-vulkano","Вулкано","Гибкий мрамор","2 000","за кв.м","","","vulkano","MF-MAR-0163","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"201954228422","https://marmixflex.ru/tproduct/1706353951-201954228422-gloria","Глориа","Гибкий мрамор","2 000","за кв.м","","","gloria","MF-MAR-0025","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"195894516582","https://marmixflex.ru/tproduct/1706353951-195894516582-grande","Гранде","Гибкий мрамор","2 000","за кв.м","","","grande","MF-MAR-0022","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"469303594932","https://marmixflex.ru/tproduct/1706353951-469303594932-gratsiya-milano","Грация милано","Гибкий мрамор","2 000","за кв.м","","","gratsiya-milano","MF-MAR-0073","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"684580316482","https://marmixflex.ru/tproduct/1706353951-684580316482-dzhialo-etruska","Джиало этруска","Гибкий мрамор","2 000","за кв.м","","","dzhialo-etruska","MF-MAR-0117","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"129813864802","https://marmixflex.ru/tproduct/1706353951-129813864802-dzhiardino","Джиардино","Гибкий мрамор","2 000","за кв.м","","","dzhiardino","MF-MAR-0011","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"468944704932","https://marmixflex.ru/tproduct/1706353951-468944704932-diamand-gold","Диаманд голд","Гибкий мрамор","2 000","за кв.м","","","diamand-gold","MF-MAR-0072","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"793915341812","https://marmixflex.ru/tproduct/1706353951-793915341812-diamand-sinii","Диаманд синий","Гибкий мрамор","2 000","за кв.м","","","diamand-sinii","MF-MAR-0133","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"201935855032","https://marmixflex.ru/tproduct/1706353951-201935855032-infinito","Инфинито","Гибкий мрамор","2 000","за кв.м","","","infinito","MF-MAR-0024","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"555637066001","https://marmixflex.ru/tproduct/1706353951-555637066001-dimchatii-kvarts","Дымчатый кварц","Гибкий мрамор","2 000","за кв.м","","","dimchatii-kvarts","MF-MAR-0088","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"222208968332","https://marmixflex.ru/tproduct/1706353951-222208968332-kalakata","Калаката","Гибкий мрамор","2 000","за кв.м","толщина листа 1.7–2 мм; площадь покрытия 4.033 м² (S2; не подтверждено владельцем)","","kalakata","MF-MAR-0030","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"611616646342","https://marmixflex.ru/tproduct/1706353951-611616646342-kalakata-lait","Калаката лайт","Гибкий мрамор","2 000","за кв.м","","","kalakata-lait","MF-MAR-0100","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"328903338602","https://marmixflex.ru/tproduct/1706353951-328903338602-kalakata-royal","Калаката роял","Гибкий мрамор","2 000","за кв.м","","","kalakata-royal","MF-MAR-0049","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"555241104572","https://marmixflex.ru/tproduct/1706353951-555241104572-kapriz","Каприз","Гибкий мрамор","2 000","за кв.м","","","kapriz","MF-MAR-0087","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"738425097132","https://marmixflex.ru/tproduct/1706353951-738425097132-labisso","Лабиссо","Гибкий мрамор","2 000","за кв.м","","","labisso","MF-MAR-0125","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"830374166382","https://marmixflex.ru/tproduct/1706353951-830374166382-laguna-adzurro","Лагуна Адзурро","Гибкий мрамор","2 000","за кв.м","","","laguna-adzurro","MF-MAR-0140","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"925487040602","https://marmixflex.ru/tproduct/1706353951-925487040602-lazur","Лазурь","Гибкий мрамор","2 000","за кв.м","","","lazur","MF-MAR-0156","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"521896534352","https://marmixflex.ru/tproduct/1706353951-521896534352-lauren","Лаурен","Гибкий мрамор","2 000","за кв.м","","","lauren","MF-MAR-0084","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"726793103132","https://marmixflex.ru/tproduct/1706353951-726793103132-magma","Магма","Гибкий мрамор","2 000","за кв.м","","","magma","MF-MAR-0123","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"664135801072","https://marmixflex.ru/tproduct/1706353951-664135801072-milano","Милано","Гибкий мрамор","2 000","за кв.м","","","milano","MF-MAR-0111","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"130004523192","https://marmixflex.ru/tproduct/1706353951-130004523192-mistiko","Мистико","Гибкий мрамор","2 000","за кв.м","","","mistiko","MF-MAR-0012","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"379322644602","https://marmixflex.ru/tproduct/1706353951-379322644602-neapoli","Неаполи","Гибкий мрамор","2 000","за кв.м","","","neapoli","MF-MAR-0064","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"183493255242","https://marmixflex.ru/tproduct/1706353951-183493255242-nebbia","Неббиа","Гибкий мрамор","2 000","за кв.м","","","nebbia","MF-MAR-0020","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"939910716622","https://marmixflex.ru/tproduct/1706353951-939910716622-nezhnost","Нежность","Гибкий мрамор","2 000","за кв.м","","","nezhnost","MF-MAR-0158","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"743743410332","https://marmixflex.ru/tproduct/1706353951-743743410332-nubiya","Нубия","Гибкий мрамор","2 000","за кв.м","","","nubiya","MF-MAR-0127","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"769007238572","https://marmixflex.ru/tproduct/1706353951-769007238572-omega","Омега","Гибкий мрамор","2 000","за кв.м","","","omega","MF-MAR-0130","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"899115612852","https://marmixflex.ru/tproduct/1706353951-899115612852-omega-mon","Омега мон","Гибкий мрамор","2 000","за кв.м","","","omega-mon","MF-MAR-0153","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"337687066422","https://marmixflex.ru/tproduct/1706353951-337687066422-oniks-belii","Оникс белый","Гибкий мрамор","2 000","за кв.м","","","oniks-belii","MF-MAR-0053","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"594268424722","https://marmixflex.ru/tproduct/1706353951-594268424722-orandzh-silver","Орандж Сильвер","Гибкий мрамор","2 000","за кв.м","","","orandzh-silver","MF-MAR-0097","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"411828995762","https://marmixflex.ru/tproduct/1706353951-411828995762-oreh-shpon","Орех шпон","Гибкий мрамор","2 000","за кв.м","","","oreh-shpon","MF-MAR-0069","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"923036221952","https://marmixflex.ru/tproduct/1706353951-923036221952-oreh-shpon-svetlii","Орех шпон светлый","Гибкий мрамор","2 000","за кв.м","","","oreh-shpon-svetlii","MF-MAR-0155","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"309629025202","https://marmixflex.ru/tproduct/1706353951-309629025202-parma","Парма","Гибкий мрамор","2 000","за кв.м","","","parma","MF-MAR-0045","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"599885697112","https://marmixflex.ru/tproduct/1706353951-599885697112-pegas","Пегас","Гибкий мрамор","2 000","за кв.м","","","pegas","MF-MAR-0098","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"337033124752","https://marmixflex.ru/tproduct/1706353951-337033124752-persidskii-oniks","Персидский оникс","Гибкий мрамор","2 000","за кв.м","","","persidskii-oniks","MF-MAR-0052","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"764734884672","https://marmixflex.ru/tproduct/1706353951-764734884672-porto-gold","Порто голд","Гибкий мрамор","2 000","за кв.м","","","porto-gold","MF-MAR-0129","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"745760047562","https://marmixflex.ru/tproduct/1706353951-745760047562-poeziya","Поэзия","Гибкий мрамор","2 000","за кв.м","","","poeziya","MF-MAR-0128","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"799894730082","https://marmixflex.ru/tproduct/1706353951-799894730082-prima","Прима","Гибкий мрамор","2 000","за кв.м","","","prima","MF-MAR-0134","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"387451765712","https://marmixflex.ru/tproduct/1706353951-387451765712-rozovii-kvarts","Розовый кварц","Гибкий мрамор","2 000","за кв.м","","","rozovii-kvarts","MF-MAR-0067","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"611052753331","https://marmixflex.ru/tproduct/1706353951-611052753331-espera","Эспера","Гибкий мрамор","2 000","за кв.м","","","espera","MF-MAR-0099","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"874744475762","https://marmixflex.ru/tproduct/1706353951-874744475762-sapfirovii-sharm","Сапфировый шарм","Гибкий мрамор","2 000","за кв.м","","","sapfirovii-sharm","MF-MAR-0145","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"162357493831","https://marmixflex.ru/tproduct/1706353951-162357493831-dominikana","Доминикана","Гибкий мрамор + Хит продаж","2 000","за кв.м","","","dominikana","MF-MAR-0016","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","YES","hidden until admin assignment","142 × 284","4.0328","NO"
"424060505111","https://marmixflex.ru/tproduct/1706353951-424060505111-sapfir","Сапфир","Гибкий мрамор","2 000","за кв.м","","","sapfir","MF-MAR-0070","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"333112469361","https://marmixflex.ru/tproduct/1706353951-333112469361-lazurit","Лазурит","Гибкий мрамор","2 000","за кв.м","","","lazurit","MF-MAR-0050","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"960725802041","https://marmixflex.ru/tproduct/1706353951-960725802041-malahit","Малахит","Гибкий мрамор","2 000","за кв.м","","","malahit","MF-MAR-0159","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"398551648771","https://marmixflex.ru/tproduct/1706353951-398551648771-nefrit","Нефрит","Гибкий мрамор","2 000","за кв.м","","","nefrit","MF-MAR-0068","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"833234525811","https://marmixflex.ru/tproduct/1706353951-833234525811-tsitrin","Цитрин","Гибкий мрамор","2 000","за кв.м","","","tsitrin","MF-MAR-0141","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"143227488061","https://marmixflex.ru/tproduct/1706353951-143227488061-tanzanit","Танзанит","Гибкий мрамор","2 000","за кв.м","","","tanzanit","MF-MAR-0013","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"250268799191","https://marmixflex.ru/tproduct/1706353951-250268799191-serdolik","Сердолик","Гибкий мрамор","2 000","за кв.м","","","serdolik","MF-MAR-0037","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"876875901281","https://marmixflex.ru/tproduct/1706353951-876875901281-perlamutr","Перламутр","Гибкий мрамор","2 000","за кв.м","","","perlamutr","MF-MAR-0147","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"434959721581","https://marmixflex.ru/tproduct/1706353951-434959721581-oniks","Оникс","Гибкий мрамор","2 000","за кв.м","","","oniks","MF-MAR-0071","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"381575957241","https://marmixflex.ru/tproduct/1706353951-381575957241-oniks-mango","Оникс Манго","Гибкий мрамор","2 000","за кв.м","","","oniks-mango","MF-MAR-0065","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"586229473511","https://marmixflex.ru/tproduct/1706353951-586229473511-imperator","Император","Гибкий мрамор","2 000","за кв.м","","","imperator","MF-MAR-0095","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"808468252111","https://marmixflex.ru/tproduct/1706353951-808468252111-dolomit","Доломит","Гибкий мрамор","2 000","за кв.м","","","dolomit","MF-MAR-0137","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"482649389831","https://marmixflex.ru/tproduct/1706353951-482649389831-granat","Гранат","Гибкий мрамор","2 000","за кв.м","","","granat","MF-MAR-0076","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"643392414251","https://marmixflex.ru/tproduct/1706353951-643392414251-gessonit","Гессонит","Гибкий мрамор","2 000","за кв.м","","","gessonit","MF-MAR-0104","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"232351938811","https://marmixflex.ru/tproduct/1706353951-232351938811-geliodor","Гелиодор","Гибкий мрамор","2 000","за кв.м","","","geliodor","MF-MAR-0031","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"242902559051","https://marmixflex.ru/tproduct/1706353951-242902559051-almadin","Альмадин","Гибкий мрамор","2 000","за кв.м","","","almadin","MF-MAR-0035","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"364254959161","https://marmixflex.ru/tproduct/1706353951-364254959161-akvamarin","Аквамарин","Гибкий мрамор","2 000","за кв.м","","","akvamarin","MF-MAR-0060","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"726314120881","https://marmixflex.ru/tproduct/1706353951-726314120881-avantyurin","Авантюрин","Гибкий мрамор","2 000","за кв.м","","","avantyurin","MF-MAR-0122","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"662632303701","https://marmixflex.ru/tproduct/1706353951-662632303701-agat","Агат","Гибкий мрамор","2 000","за кв.м","","","agat","MF-MAR-0109","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"319465827121","https://marmixflex.ru/tproduct/1706353951-319465827121-alba","Альба","Гибкий мрамор","2 000","за кв.м","","","alba","MF-MAR-0047","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"586686683901","https://marmixflex.ru/tproduct/1706353951-586686683901-ametist","Аметист","Гибкий мрамор","2 000","за кв.м","","","ametist","MF-MAR-0096","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"836129281691","https://marmixflex.ru/tproduct/1706353951-836129281691-pirit","Пирит","Гибкий мрамор","2 000","за кв.м","","","pirit","MF-MAR-0142","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"822556664241","https://marmixflex.ru/tproduct/1706353951-822556664241-apatit","Апатит","Гибкий мрамор","2 000","за кв.м","","","apatit","MF-MAR-0138","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"186522482261","https://marmixflex.ru/tproduct/1706353951-186522482261-biryuza","Бирюза","Гибкий мрамор","2 000","за кв.м","","","biryuza","MF-MAR-0021","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"104108682721","https://marmixflex.ru/tproduct/1706353951-104108682721-chernii-aist","Черный Аист","Гибкий мрамор","2 000","за кв.м","","","chernii-aist","MF-MAR-0002","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"927247404191","https://marmixflex.ru/tproduct/1706353951-927247404191-goluboi-oniks","Голубой оникс","Гибкий мрамор","2 000","за кв.м","","","goluboi-oniks","MF-MAR-0157","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"983723135661","https://marmixflex.ru/tproduct/1706353951-983723135661-kapriz-ais","Каприз айс","Гибкий мрамор","2 000","за кв.м","","","kapriz-ais","MF-MAR-0162","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
"670512256141","https://marmixflex.ru/tproduct/1706353951-670512256141-kaboshon","Кабошон","Гибкий мрамор","2 000","за кв.м","","","kaboshon","MF-MAR-0112","INCLUDE","2 000","м²","м²","1 sheet","1 sheet","142 × 284 см (1.42 × 2.84 м); площадь 4.0328 м²","","Гибкий мрамор","","NO","hidden until admin assignment","142 × 284","4.0328","NO"
